timesteps,reward
122600,-66.85000000000004
122704,-31.79999999999998
122888,-125.05000000000017
123080,-45.65000000000003
123272,-45.399999999999984
123288,-110.05000000000022
123576,-77.7500000000001
123728,-54.85000000000007
123856,-116.5499999999999
123864,-21.09999999999998
124056,-24.8
124192,-67.10000000000011
124360,-139.70000000000027
124488,-144.94999999999985
124640,-35.099999999999994
124840,-21.700000000000006
124888,-48.10000000000003
125176,-138.24999999999991
125664,-50.69999999999997
125664,-142.95000000000007
125792,-98.70000000000016
125864,-43.700000000000045
125880,-90.55000000000018
126168,-10.249999999999996
126200,-58.950000000000074
126296,-309.54999999999956
126664,-22.899999999999988
126680,-52.100000000000044
126824,-200.64999999999958
127080,-34.74999999999999
127224,-54.55
127448,-35.54999999999999
127464,-26.299999999999976
127728,-191.00000000000003
127768,-197.44999999999996
127800,-187.59999999999988
127848,6.450000000000001
128104,-71.05000000000004
128120,-100.65000000000009
128208,9.15
128440,-8.699999999999992
128512,-21.800000000000008
128632,-18.49999999999999
129064,-96.95000000000017
129296,-22.499999999999982
129384,-227.99999999999974
129416,-21.99999999999999
129704,-112.90000000000026
129736,-90.3000000000001
130056,-251.3999999999995
130088,-61.60000000000001
130144,-224.29999999999995
130168,-70.35000000000005
130592,-115.40000000000012
130728,-63.1
130872,-24.59999999999997
131016,-171.49999999999983
131032,-121.55000000000015
131352,-73.10000000000012
131440,-77.65000000000012
131464,-75.2
131816,-21.349999999999973
131896,-61.95000000000002
132040,-51.800000000000054
132192,-189.9499999999998
132328,-122.85000000000022
132464,-44.249999999999986
132736,-39.99999999999999
132760,-69.35000000000001
132952,-104.25000000000017
133024,-73.60000000000002
133112,-29.799999999999994
133216,-48.2
133336,-120.80000000000015
133760,-56.75000000000001
133912,19.849999999999998
134000,-34.95000000000002
134136,-43.849999999999994
134248,-81.15000000000006
134360,-197.29999999999967
134360,-79.80000000000005
134400,-213.54999999999976
134960,-187.14999999999984
135208,-80.25000000000014
135272,-43.24999999999998
135296,-61.95000000000005
135424,-50.54999999999996
135960,-147.00000000000006
135992,-21.600000000000037
136072,-191.1499999999996
136232,-58.450000000000024
136296,-171.35000000000008
136320,-56.050000000000026
136744,-38.34999999999999
136896,-199.2999999999999
137080,-29.04999999999998
137096,-37.65000000000002
137208,-179.54999999999984
137832,-123.8000000000002
137920,-141.2500000000002
137928,-250.04999999999959
137992,-23.499999999999993
138104,-59.700000000000024
138560,-3.9499999999999993
138680,-193.4000000000001
138832,-109.80000000000014
138856,-77.25000000000006
138944,-58.100000000000044
139032,-176.1
139224,-48.15000000000001
139928,-205.69999999999985
139976,-152.65000000000018
140008,-39.05
140152,-164.25000000000009
140160,-97.50000000000018
140240,-140.1
140768,-283.39999999999924
140952,-64.80000000000001
140968,-285.9999999999996
141000,-38.249999999999964
141304,-123.75000000000016
141392,-21.150000000000034
141448,-72.25000000000011
141648,-5.699999999999996
142096,-233.49999999999977
142176,-271.6999999999999
142600,-73.15000000000003
142672,-58.2500000000001
